subj,word,onset1,vowel1,tone1,onset2,vowel2,tone2,trial,block,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f0_1,f0_2,f0_3,f0_4,specTilt_1_v2,specTilt_2_v2,specTilt_3_v2,specTilt_4_v2,jitter_1_v2,jitter_2_v2,jitter_3_v2,jitter_4_v2,shimmer_1_v2,shimmer_2_v2,shimmer_3_v2,shimmer_4_v2,hnr_1_v2,hnr_2_v2,hnr_3_v2,hnr_4_v2,amp_1_v2,amp_2_v2,amp_3_v2,amp_4_v2,f1_1_v2,f1_2_v2,f1_3_v2,f1_4_v2,f0_1_v2,f0_2_v2,f0_3_v2,f0_4_v2
mz2,nunu,n,u,H,n,u,M,1,1,5.226523047,5.360208733,3.30090213,5.050808939,0.00954,0.00174,0.00168,0.00607,0.05388,0.02295,0.02304,0.04379,14.99373136,20.33908177,23.06268683,17.8152211,63.30121422,64.15158091,64.13524536,63.90514637,492.4081441,620.5294852,617.2775903,540.9759978,144.0827109,147.8552953,149.5113452,149.2173758,8.410655819,9.734383416,9.725400336,NA,0.00451,0.01167,0.01081,NA,0.0615,0.0749,0.21273,NA,12.39022255,12.94904163,15.18492536,22.23656541,60.09956939,59.01719662,56.17672355,51.55347811,422.7276644,447.1011565,482.191432,477.975341,133.549496,130.8709488,128.1495394,NA
mz2,nana,n,a,M,n,a,L,2,1,4.995221765,6.116782927,6.593914866,7.342229942,0.00671,0.00642,0.00099,0.00477,0.0648,0.11712,0.08703,0.1029,9.191075536,10.12342368,12.16258903,9.889737603,63.17044117,63.98189033,63.05868736,61.17551752,681.2849103,714.2849747,722.4202375,688.4023987,126.5576256,124.6672412,123.4910255,123.8749926,-2.930196635,-5.19983146,-3.048013918,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.209410093,-2.601252705,-2.809341826,-0.849377284,56.58414195,55.34330292,54.27995292,50.97414568,720.9667178,721.7070087,749.577008,821.0489971,99.44566281,95.08687739,92.43156806,NA
mz2,nuni,n,u,H,n,i,M,3,1,4.531967133,3.08108893,3.589848228,3.573004855,0.00428,0.00278,0.00309,0.00943,0.10974,0.03866,0.03482,0.03876,15.17009275,19.46524879,22.13450437,20.51336685,66.17288829,66.05418845,64.51402428,64.00971267,542.398853,594.632496,482.6563667,493.4223807,154.769305,157.7478165,159.7772058,159.9901977,10.63973233,8.115109081,7.994164711,11.08183743,0.00137,0.00669,0.00321,0.00692,0.05605,0.03474,0.0801,0.16519,17.15949719,16.68523857,17.00164395,14.41255969,65.22272681,63.60551188,60.83589752,54.66787356,410.0665992,433.6470084,438.2512658,366.8390407,131.2875288,134.4976685,135.3877809,133.7011396
mz2,nuna,n,u,H,n,a,H,4,1,6.565912492,6.010761892,5.841566845,6.943946445,0.00416,0.00105,0.00073,0.00352,0.04688,0.04787,0.03271,0.04485,19.71708291,23.1974165,26.52733376,21.93796749,63.23314897,63.8334329,63.90279069,62.94920632,479.5297993,617.6860756,714.4811793,571.0448031,154.8892026,157.286967,157.1959615,156.4216326,5.965027825,7.145011329,8.430583932,18.07135035,0.00325,0.00382,0.00495,0.00358,0.05681,0.04924,0.05085,0.11596,14.87095617,15.46807995,12.0799147,10.77620288,66.84751847,64.81002191,59.43066767,54.47433355,750.3571608,773.6207232,754.6572107,839.7313136,160.8388404,159.585263,156.4743026,156.5252012
mz2,nuni,n,u,L,n,i,L,5,1,1.01524438,0.128267036,-4.258358286,-9.737278403,NA,NA,NA,NA,NA,NA,NA,NA,-15.66485022,-4.171302955,-0.788278798,-0.403830476,59.13618247,57.21325777,55.12679877,50.86318204,481.8798448,467.4527049,437.2802216,499.0044169,105.6835893,102.2694986,98.7604298,96.59118775,2.217225389,-0.667432363,-9.06217709,-7.224618268,NA,NA,0.10258,0.12171,NA,NA,NA,0.47076,3.130575898,3.33737184,-2.115270403,-0.733646333,51.34596735,53.31504132,52.41482828,50.03311185,462.5973751,442.7339086,446.9095442,444.9532918,102.7412531,100.1196211,96.32146489,95.55006513
mz2,nanu,n,a,H,n,u,L,6,1,1.538830014,2.717691429,1.938617434,5.218670116,0.01336,0.00162,0.00274,0.00273,0.08985,0.04017,0.04505,0.0674,14.13482375,17.61759201,17.60700235,16.01977084,68.64299669,69.98330621,68.29059899,65.20050817,736.9144441,820.5622221,770.0269311,738.496959,155.8573245,158.355686,158.0494604,158.3601225,11.63900125,18.75642591,16.55218934,5.341553111,0.01721,0.03509,NA,NA,0.03946,NA,NA,NA,8.575981997,6.299557689,1.658242338,NA,65.31824362,63.84530799,58.42575371,48.43802357,573.7833967,572.7667375,439.9805792,413.1934002,145.1097706,132.6684059,114.2802193,99.00722829
mz2,nuni,n,u,L,n,i,H,7,1,7.0203786,3.520151622,0.127805857,-4.28333596,NA,NA,NA,0.05785,NA,NA,NA,0.2665,-4.932873044,-9.129509348,-5.320907233,-1.62237022,53.80279752,51.7205672,50.61249248,49.7340395,596.7144083,585.7382487,510.3417151,520.617285,110.9269402,109.1885193,107.4530971,103.6372544,3.00085024,11.57359812,9.771051579,16.45577924,NA,0.03336,0.02313,0.0217,NA,0.13222,0.14029,0.09338,3.40674073,6.779771661,9.811318837,11.36037657,57.158415,57.03039061,57.49775019,54.17947143,501.1107715,411.0146159,357.7341807,272.2117182,106.1234631,126.2991482,154.0214931,181.6352161
mz2,nani,n,a,L,n,i,M,8,1,-2.635839864,-2.04968324,-0.225265205,-6.481526795,NA,NA,NA,NA,NA,NA,NA,NA,-3.42209137,-3.61950691,-4.436616719,-0.832061974,59.15325454,57.90921147,55.40176278,53.03589778,797.1644698,804.6698115,719.9024543,640.7251659,105.1050987,101.091125,97.97765768,95.89725352,13.98931544,13.83716154,14.44297158,15.22538893,0.00602,0.00236,0.00607,0.00631,0.04388,0.04002,0.02058,0.07653,19.02620756,23.26698583,17.56873543,16.19966005,58.46230701,57.50766824,56.0961907,54.28854357,362.0704493,363.819373,358.5660512,373.7191095,124.6256585,125.3531468,124.9533875,123.3820408
mz2,nuna,n,u,H,n,a,L,9,1,6.009977519,-0.570624887,-3.486419284,-3.831824404,NA,NA,NA,NA,NA,NA,NA,NA,-0.493101206,-6.119091105,-3.935878642,-2.440273807,51.44566525,50.71081802,50.40153191,50.03878431,583.7820744,579.7013006,640.606674,673.2593196,108.8981671,105.3583217,100.8384349,97.39761549,2.871403553,7.401623536,6.938979946,19.97722851,NA,0.02467,0.01879,0.01839,NA,0.12117,0.08176,0.11574,-4.637496557,0.159475321,4.348728012,7.679684224,56.47530359,57.92751047,58.81159129,55.54023234,789.6325382,797.7116027,728.6758065,883.6895525,110.8201507,125.5054864,146.0622729,170.9219405
mz2,nanu,n,a,M,n,u,H,10,1,3.243208689,2.988909931,3.66294914,5.535166244,0.00597,0.00115,0.00559,0.0067,0.25285,0.04501,0.05758,0.08697,11.6526948,16.93302647,14.12426839,15.24046322,64.70460722,65.68316131,65.26447925,62.09590548,666.111372,680.2330148,682.2502597,663.8539744,138.1023141,139.9105432,138.3728477,134.9232343,11.71977062,7.56271377,9.191306281,9.600712585,0.00533,0.00269,0.00187,0.018,0.12654,0.09443,0.08237,0.05298,19.57491221,21.69177506,22.37888748,17.15206735,61.72482732,61.17056912,59.59303748,56.73406094,470.0066414,530.4125718,592.7306075,675.2718202,151.6103838,154.0601819,153.4281849,148.7616933
mz2,ninu,n,i,M,n,u,M,11,1,5.812478474,5.378991041,5.033864453,4.454036124,0.00597,0.00316,0.00163,0.0063,0.03306,0.01347,0.03171,0.03091,17.23485366,19.62946408,21.35223291,19.99382814,66.67604649,67.52585984,67.29754317,66.62538462,423.3951242,430.4451886,438.7823609,433.6706939,144.941056,145.3072577,145.4252031,144.4981385,5.618044353,7.324034941,9.377779893,13.99909569,0.0032,0.00135,0.0032,0.00716,0.02612,0.0484,0.06857,0.15568,18.35902079,20.51726448,19.06661956,16.52617074,65.72303296,63.30288035,57.72790545,52.18445136,542.5641283,642.4561037,625.0087302,657.1392234,142.8453329,141.0296969,139.7317388,140.1344884
mz2,nani,n,a,H,n,i,L,12,1,1.205614119,0.015000428,1.75532891,0.783613353,0.00756,0.00632,0.00177,0.00218,0.13841,0.08687,0.04166,0.0922,8.731626912,8.750447532,16.6434864,14.45329172,68.74204413,71.69132501,72.05628121,70.68713998,762.5782797,870.6940592,865.1442532,781.2477801,154.2444359,160.9628702,164.1737657,164.3075282,7.848815519,10.03175766,2.88752748,2.256879923,0.01745,0.03546,NA,NA,0.02693,0.0093,NA,NA,8.079740516,3.153372281,6.676075047,5.715130411,66.67093829,64.26249516,56.02079124,50.78314027,393.7475855,386.5162045,367.1953607,496.2017616,151.0664115,126.133967,100.3878763,89.36818096
mz2,nanu,n,a,M,n,u,M,13,1,3.379505554,2.984352629,3.327937366,1.034822852,0.00574,0.00585,0.00345,0.00438,0.09289,0.00958,0.03759,0.0423,13.38461618,13.07151175,14.62286377,14.86946191,70.92111171,71.76836814,72.24385278,69.5157633,719.1412855,753.8946421,772.5242545,682.3793045,151.7571432,149.3079009,147.8410991,145.8333594,5.854529996,7.823180582,11.29964449,18.55296834,0.0083,0.00283,0.00297,0.01363,0.05568,0.07375,0.05887,0.12842,16.02386938,19.14035293,20.27611241,16.41720594,65.64380328,63.33960474,59.55931585,53.96273176,701.9381261,619.4762293,546.261241,522.7530746,147.6650784,145.0131947,144.6699115,144.2167046
mz2,nuna,n,u,L,n,a,M,14,1,7.103284196,7.9006993,7.254053818,5.628496651,NA,NA,NA,NA,NA,NA,NA,NA,-7.732947712,-1.568490003,-7.272101343,-5.89411774,56.41071635,54.81062611,53.53471106,51.28222007,547.3012913,573.4528564,583.1449752,676.5243584,118.9358866,119.067291,117.658374,113.2443299,4.691555288,4.205940234,6.468153379,4.645822148,0.00304,0.00415,0.00259,0.0288,0.08529,0.06803,0.03759,0.09675,12.81134266,13.14607263,12.67762514,10.25426789,63.60725499,62.95160628,59.865246,57.77444477,697.9730046,716.7534284,733.188821,733.5069395,139.9856084,137.0699312,134.3712049,133.608937
mz2,nani,n,a,L,n,i,H,15,1,5.166360417,3.349161604,2.428473823,-0.02964444,NA,NA,NA,NA,NA,NA,NA,NA,0.62135809,-3.316577006,-4.792441544,-4.130946231,59.54881964,59.54690091,57.83660825,58.38349694,724.9120286,844.330206,902.4482918,871.3932111,114.1051723,106.7997853,103.110717,99.53993102,9.239965099,8.266750828,10.26014327,13.96576775,0.02031,0.0235,0.01887,0.01729,0.17288,0.16692,0.05045,0.12042,5.763452533,7.718991293,9.741812385,11.4690956,55.43949504,58.31273604,60.31013276,56.08547626,412.2737385,427.227227,396.3846812,320.0142282,115.8785139,136.1470675,171.3326735,205.13399
mz2,nuna,n,u,L,n,a,L,16,1,4.972324199,5.771186757,-0.434222211,-7.049550965,NA,NA,0.0371,0.08195,NA,NA,NA,0.25189,-5.158801136,-4.557043822,-2.213128451,-0.028659166,52.48896602,53.46642111,51.98531424,51.74786262,533.4104442,557.6055954,533.6133028,575.273107,111.9001952,113.2006052,109.446455,104.8183007,2.336691239,-5.908577877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88099536,-5.036915144,-2.727126288,0.028543051,59.63390188,58.10900915,53.60571983,51.85231829,830.7611038,862.8177545,775.7231253,907.4156521,100.2885644,96.53656715,NA,NA
mz2,nina,n,i,H,n,a,M,17,1,3.958859215,2.973281037,5.613462462,8.326221549,0.00574,0.00195,0.00201,0.00609,0.03224,0.02404,0.03563,0.05882,21.68058894,26.65279951,25.28846466,21.40085694,66.73049759,65.71316755,63.27741423,60.28330484,399.1167994,370.8099671,340.6028133,321.0279736,163.3567246,166.3848928,164.0472324,163.0301416,3.115085237,2.355471821,3.971961564,5.400965398,0.00318,0.00285,0.00533,0.00548,0.12395,0.04854,0.06787,0.0981,14.86570624,17.47328582,16.03300565,14.21348195,66.64072594,66.67804114,63.87391619,59.81370015,703.1264589,755.5085059,770.9795674,756.3776966,144.5862591,144.2562305,142.6492289,140.8247128
mz2,nini,n,i,L,n,i,H,18,1,1.568027131,-8.690267073,-10.42677087,-13.41521952,NA,NA,0.12552,0.0777,NA,NA,NA,0.34946,3.961615953,2.871296736,-0.742860056,3.034937794,52.68779322,52.90281853,53.45298715,52.21602918,446.5110485,461.2057801,462.5126859,450.4328927,108.5880309,102.6776778,97.88214472,93.26914398,13.76413569,8.734058432,11.28867982,15.26656622,0.02691,0.01686,0.01322,0.01738,0.23631,0.06602,0.06111,0.11833,8.353945707,12.81120466,15.33856145,12.61028049,53.87986909,58.18138949,58.89769991,56.52760238,377.3836419,405.2106952,459.9030698,263.1119808,119.3182405,140.5603509,160.7631436,184.684549
mz2,nani,n,a,M,n,i,H,19,1,5.80323349,3.461370824,2.570027605,2.505658464,0.0187,0.00307,0.00459,0.00534,0.07103,0.05938,0.0749,0.09676,17.47375825,16.47426029,14.88576402,15.21896692,67.22513672,69.41642356,67.78497449,65.80646524,680.9755437,720.1108886,712.7037484,657.0968768,148.9080502,149.3367197,147.2988753,147.0077944,5.848890654,4.31813783,19.01518833,20.30583285,0.00426,0.00417,0.00584,0.00573,0.04334,0.06987,0.09124,0.08069,22.22856111,18.31275408,18.82560316,20.05104722,66.03482154,64.05182747,59.5343966,54.58534383,417.3067973,422.6087418,442.8605497,212.1570459,172.025747,169.9224937,171.6540287,173.400663
mz2,nana,n,a,M,n,a,H,20,1,4.682441046,2.740107101,1.733161429,3.244863572,0.00262,0.00214,0.00531,0.00223,0.04644,0.02537,0.0379,0.01905,17.09179868,19.09897375,13.78017119,17.41814157,67.35825579,68.72936985,67.86824097,65.75555709,693.549607,731.5524762,722.6782903,757.6936427,148.6896136,149.5887031,147.2345971,144.799804,5.438849826,2.361088864,5.603790175,17.87106606,0.00651,0.00416,0.00297,0.01032,0.03554,0.05293,0.07532,0.12129,14.30691825,14.1806698,15.27978917,NA,71.89265315,70.68556498,62.90533102,54.62548612,767.341857,778.6869371,702.6457743,490.4059306,172.4952255,170.3983874,168.3256728,168.8181224
mz2,nuna,n,u,M,n,a,L,21,1,4.877973199,7.203532728,9.869037117,7.620168092,0.00417,0.00207,0.00361,0.00304,0.06804,0.06774,0.04059,0.0976,15.44888066,17.85498791,16.15505435,14.71139398,69.59239443,68.78731292,64.5955665,58.39719915,730.5658293,774.8449459,760.7785655,740.7873187,150.7921486,151.1089043,148.1681253,146.6600658,18.10215072,13.13092825,12.78158508,7.560143813,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.677877626,4.788025328,NA,54.98275757,53.61518555,50.99814647,47.61855892,366.1703642,616.7058174,601.8404957,528.5532905,110.5861768,105.6377613,101.0832542,97.81978234
mz2,nanu,n,a,H,n,u,M,22,1,3.711619498,3.662796971,1.966987165,4.337264442,0.0037,0.00279,0.00308,0.00194,0.08474,0.04203,0.06509,0.07124,16.1673089,18.20725229,17.46877985,15.13706302,69.02881743,70.95099069,67.61818395,61.76114923,700.2921596,726.9001899,685.1457676,660.4771846,148.669075,150.0348766,147.3416035,144.6688135,6.46178318,9.27006245,13.70493435,16.9552616,0.00292,0.00202,0.00418,0.01076,0.03631,0.02506,0.05667,0.13538,21.09362931,26.82831063,24.14194175,20.1517699,64.06660539,62.34314226,59.17361824,53.91741379,549.2187958,486.0209039,432.185086,461.0770208,168.6422279,168.9226047,167.9519088,168.456961
mz2,nini,n,i,L,n,i,L,23,1,12.0767718,11.54950389,6.993213036,5.899137431,0.03616,NA,NA,0.04794,0.06242,NA,NA,NA,7.678494759,8.035306825,7.97037836,6.806023216,60.17811309,59.23626364,57.37893042,55.95573993,358.0363699,406.4758747,377.5566086,381.2757515,120.1074414,114.5748475,112.1766461,114.0754047,-7.842404849,-7.989266629,-11.36827683,-5.152435156,0.04671,0.09112,0.11416,0.0638,0.37211,NA,0.4056,NA,0.445111648,0.892147696,0.87784985,0.079191904,57.6631673,58.08153526,56.83467051,52.38861709,455.7774453,448.4594558,448.3857871,441.5554802,103.3125341,100.749936,96.34787225,99.33019635
mz2,nuni,n,u,H,n,i,L,24,1,3.675460006,9.727518744,7.983865842,3.427487315,0.00189,0.00252,0.00134,0.00283,0.04361,0.0236,0.02291,0.03498,19.78977513,23.04720903,26.343154,23.08797593,68.07399827,67.81571014,66.70111887,65.24393032,739.229107,523.3191429,514.2268537,548.9416573,169.812624,170.9344844,171.8593343,170.2235452,5.790322829,10.26770179,10.73440622,8.788798055,0.00463,0.02931,0.05062,NA,0.04078,0.035,0.07648,NA,12.63873803,8.188063073,4.606252948,-1.019878898,64.72228781,64.56469213,62.11107177,52.33566312,378.7128026,422.7165791,430.6930699,340.0059798,161.0535625,149.5451472,127.8812634,107.4742362
mz2,nuna,n,u,M,n,a,M,25,1,7.084324207,6.314141154,4.596104917,5.030663046,0.00313,0.00443,0.0011,0.00073,0.05627,0.03578,0.0411,0.05655,23.54575617,21.90324156,25.1542711,23.01637666,62.54816048,62.32724941,60.38338163,59.06397198,420.7230247,484.5499664,520.8511658,587.0603611,150.0109647,149.7731596,147.3092886,145.9542402,1.259581123,1.964949399,5.842737837,8.614531123,0.00509,0.00481,0.00569,0.01412,0.0596,0.05739,0.07802,0.13682,12.94357709,11.74370813,10.70492944,NA,67.43802583,66.69278056,57.95277502,51.60810057,696.2633364,729.3368063,701.0909898,729.5793078,147.1373563,143.6082397,141.905289,143.4161353
mz2,nanu,n,a,M,n,u,L,26,1,5.271499524,2.028709015,2.066392766,2.310409208,0.00434,0.00511,0.00254,0.00692,0.18159,0.06362,0.07093,0.08491,15.1509023,16.47072269,16.18543374,15.09358028,69.68217095,70.60696916,69.94208633,68.21321046,727.8292578,747.7677024,756.245463,741.3804393,148.2352905,147.3539221,146.1075058,144.2934671,23.34251975,12.45696195,14.93761164,7.084293443,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.201335044,-7.600043735,NA,55.22808743,54.76306148,52.79142202,49.63635848,NA,603.19154,610.7251988,NA,105.5342121,103.8049856,101.7634289,100.0959913
mz2,nani,n,a,M,n,i,M,27,1,1.465405527,2.53594905,3.581505358,1.795340188,0.00325,0.0056,0.00643,0.00596,0.04289,0.0383,0.03093,0.04943,15.79735268,14.99165881,16.45638278,12.7455697,69.78847999,70.70216362,69.95023116,67.30715594,741.3200389,744.7205053,722.4905361,673.179829,147.4825466,149.5769977,150.7472012,147.4568664,7.802578776,7.4255806,9.798257686,18.50090033,0.00336,0.00364,0.00645,0.00824,0.05173,0.04097,0.06064,0.12398,22.28359786,21.67862345,19.25476273,16.5111473,63.65637243,60.63421694,55.91603779,51.92407962,407.3818424,424.1949697,457.2650842,317.6559505,145.1607929,143.6282369,141.5523373,145.1055442
mz2,nunu,n,u,H,n,u,L,28,1,3.132264921,1.117309444,1.119105094,1.253994099,0.00752,0.00218,0.00325,0.00371,0.07559,0.03604,0.02489,0.0455,17.23816672,25.44921778,25.35417612,20.25068429,67.28209287,67.72655128,67.03432445,65.63764351,460.0616795,590.2401728,606.3867483,577.7456114,163.5660745,168.1531869,170.2769878,169.8676012,4.021148691,5.437651062,13.76275787,8.890451739,0.01007,0.03072,0.05757,NA,0.03497,0.13895,0.19138,NA,10.04585025,6.144542619,6.598037686,NA,63.60559886,62.6553711,56.85072888,47.49698492,526.0855103,603.1135722,402.0445798,360.6023305,161.1021362,146.3007352,124.7487319,109.0361641
mz2,nuni,n,u,M,n,i,M,29,1,6.187170822,5.015387568,4.488881906,3.900564803,0.00612,0.00378,0.00269,0.00401,0.02033,0.0627,0.04689,0.05874,19.9500673,21.66745494,23.81418751,21.00864585,64.98211769,64.77390552,63.43728787,62.07309045,433.2241837,445.1953177,441.4720082,425.6780523,151.6840032,151.6436245,150.5840606,149.0107295,8.254564322,4.464155921,6.638052629,18.14336147,0.00325,0.00495,0.00484,0.01064,0.08234,0.043,0.03563,0.07946,15.70874712,17.87795606,17.54022675,16.8147882,63.72450092,60.52186941,56.13262383,52.03855127,373.5532826,415.4002216,407.9040135,248.7937337,152.2713752,146.7496332,144.3971389,148.0657435
mz2,nani,n,a,M,n,i,L,30,1,3.26116701,2.883972633,2.018731885,1.463891007,0.00925,0.00307,0.0044,0.00437,0.14242,0.12348,0.05689,0.07783,11.42457192,14.7002598,15.33594476,13.78634874,70.08340748,70.14002143,69.32478018,68.16911065,731.2071556,766.2306924,720.0426159,665.4200803,150.4807231,148.815178,149.0360833,146.9886977,13.12000908,13.48594218,11.19177347,1.444515022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.980898887,8.624241412,NA,59.55525014,58.03401013,53.61785183,49.40935664,NA,332.2319734,362.6653542,NA,109.0088394,103.9644811,97.66554124,92.83658289
mz2,nana,n,a,H,n,a,L,31,1,-0.114905578,7.41209344,10.70170893,9.010404155,0.00517,0.00477,0.00155,0.00595,0.06156,0.05433,0.0388,0.05994,11.67419727,15.45421986,19.46259422,15.91516979,70.91244668,71.11401145,71.09259476,69.47361,889.8880894,892.9568407,859.1438638,811.1301871,167.9233654,172.6588554,171.6962603,171.7876134,3.381336122,3.368734587,6.65192105,NA,0.01365,0.05232,NA,NA,0.04975,0.22322,NA,NA,1.792757351,0.743885208,0.121451386,NA,71.21913053,66.36375061,56.33062126,50.35950263,751.3876244,740.7363963,959.8547997,1220.099304,168.0402049,140.7602818,120.6417064,NA
mz2,ninu,n,i,M,n,u,L,32,1,6.803356257,4.590257187,2.649192254,3.511631681,0.00945,0.00239,0.0027,0.00129,0.03906,0.01248,0.02482,0.01746,19.98416748,22.0119492,21.97263181,22.62858418,68.48210419,69.17871819,68.72455679,67.42990971,398.1342447,401.9213217,411.1130387,419.0152241,151.5029031,151.2556586,150.3424265,148.5578941,13.6120359,5.854260987,8.791119314,10.96738916,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61353396,-6.250393192,NA,59.33967353,56.94877136,53.68525196,49.56407805,NA,819.7860255,546.8094317,NA,111.2878869,106.9374964,102.3797742,99.76276248
mz2,ninu,n,i,M,n,u,H,33,1,4.959749581,3.179408546,3.382311368,3.236259868,0.00534,0.00203,0.00219,0.00989,0.09645,0.01762,0.01695,0.06584,16.39010069,20.03710498,21.06265448,19.96039455,68.7621909,68.79406892,68.70226133,67.47742563,410.6630585,398.8330273,399.5196304,406.2240754,148.9146009,151.5749671,150.2406445,148.8659135,6.078098442,9.05466232,9.39554352,17.75629811,0.0031,0.00371,0.00407,0.01398,0.0196,0.05699,0.12948,0.32244,20.55234437,20.30893276,15.88439046,12.29493721,66.67934707,63.79141871,57.66041284,52.08684342,529.954089,456.5722231,437.2030902,283.7718867,174.1023957,177.1518262,177.5715343,180.3021022
mz2,nanu,n,a,L,n,u,H,34,1,7.470368066,2.116749469,-1.729087818,1.552873284,0.00967,0.01532,NA,NA,0.0909,0.29462,NA,NA,2.78517326,-0.468832825,-2.916936163,-2.663125578,58.64029246,57.99468416,56.87463516,52.78718472,659.8406304,746.2216588,757.3098232,640.1394464,124.1486067,118.2291634,106.2914869,98.31934746,9.448775369,9.214377275,10.04884307,9.6087094,0.02926,0.02914,0.02064,0.02447,0.23105,0.19077,0.07151,0.08163,8.610377084,8.808501583,9.376729271,10.38284265,57.5899068,62.69352014,62.5956721,55.1554557,906.9432556,453.1937233,492.6479107,474.2620462,126.9273456,150.2263944,176.130553,195.5032098
mz2,nunu,n,u,L,n,u,L,35,1,9.994122539,11.26751884,8.139339895,7.901113052,NA,NA,NA,NA,NA,NA,NA,NA,-8.657362107,-12.58394454,-10.78836724,-5.455666229,63.117002,61.25040598,56.78512742,51.47157984,431.9822935,525.872394,474.6116252,456.3159829,112.5330584,109.3314967,101.9142361,94.00737511,13.07150472,13.84841587,13.942375,1.296657783,NA,NA,NA,NA,NA,NA,NA,NA,-10.86140804,-8.577941161,-6.786911046,-5.867361104,58.1347619,56.93827262,53.46967743,48.88786745,1546.064288,600.3410332,434.4151944,515.3158236,103.4795992,102.0171118,97.44493348,92.56190179
mz2,nina,n,i,H,n,a,L,36,1,0.592677407,10.89763802,10.45606903,7.375442061,0.00259,0.00063,0.00183,0.0027,0.03683,0.01677,0.02579,0.03031,23.15855096,28.66098205,27.32186532,23.20604984,67.0542795,67.05323659,64.98586743,62.18896094,369.1094616,361.6032178,351.8200263,347.2024169,168.9542972,171.8837272,172.3671475,175.4304618,6.261074018,15.39723893,NA,NA,0.0412,NA,NA,NA,0.07164,NA,NA,NA,-0.180683503,-0.967423527,-2.827731186,NA,71.14713616,62.2676204,55.80998849,52.13393158,688.4889419,849.3609988,935.4060068,1128.313146,157.2909055,129.4229484,NA,NA
mz2,nina,n,i,L,n,a,M,37,1,7.960430174,6.63356283,0.398628716,-13.33344046,NA,NA,0.04176,0.0302,NA,NA,NA,0.31581,6.854754221,6.400044167,5.797826383,4.889814189,55.37707778,54.09664732,52.78693996,53.33354264,417.9209128,433.0587172,428.8958934,418.4261148,112.7653828,111.1201298,104.7693464,94.11906271,3.011096588,2.412815156,4.618884174,16.77754417,0.00945,0.00589,0.00956,0.05257,0.12028,0.09937,0.11172,0.20872,7.791772612,9.223255456,7.735629561,4.466404664,63.77267779,63.81388413,63.19672252,52.38991056,698.1591609,687.302116,741.4330746,897.3959481,139.2275656,139.3607686,144.6630525,147.1181399
mz2,nina,n,i,L,n,a,L,38,1,11.75816127,12.92189565,5.439329052,2.385368131,0.0083,NA,NA,NA,NA,NA,NA,NA,2.232353765,-9.44727215,8.80279831,7.039886386,62.61786502,60.85644394,55.94358605,49.91258583,373.6035981,354.2307175,350.6165494,352.5324656,118.1840061,110.7777173,102.6456503,94.82251083,2.878474789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.024122323,-1.110961613,-0.238710041,4.094522717,57.32736706,56.71647478,53.35172268,52.20477693,857.0875459,838.6265114,967.0563768,1174.969495,114.2750276,NA,NA,NA
mz2,nunu,n,u,L,n,u,M,39,1,7.665527247,7.27387739,3.418713851,10.82625537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.19319556,56.0305191,52.39688171,49.30609948,351.2706602,595.6011582,1014.884354,1080.743517,104.0967336,98.2711484,95.74424425,98.15825959,6.474025822,5.307270424,4.982815062,6.646965902,0.00623,0.00231,0.00279,0.00582,0.06667,0.04586,0.06836,0.05092,20.13313893,21.55314973,20.70129007,17.74521451,64.90296247,64.26782443,61.26450734,56.99641424,532.2208081,773.3014889,696.7546276,641.9567551,147.7559678,149.3192708,147.7092747,143.4888796
mz2,ninu,n,i,H,n,u,L,40,1,3.316362874,-2.81809942,-4.113399005,-4.03356565,0.01007,0.00198,0.00088,0.00148,0.08666,0.02429,0.00463,0.01827,14.7021881,23.00736209,29.34925944,27.89750637,67.79481228,69.25038637,69.81764159,69.47299685,364.3606111,364.144409,367.16681,368.4590107,174.097007,181.1066178,183.0559031,182.3366402,2.432783695,7.350812226,12.12338318,9.364226351,0.00896,0.03122,0.06525,NA,0.03246,0.19622,0.12006,NA,13.43874601,7.984583309,3.803206162,-10.31608876,65.21517326,63.46415599,59.08098935,50.85086075,453.6748241,421.2587764,381.4228274,330.8689836,165.7899881,151.3931478,128.1428305,110.8937063
